nd,number,date,organ,year,basin,species,area,quota_type,legal_name,inn,share_pct,volume_tons,contract_no,contract_date_start,contract_date_end
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Панопа,,Промышленная,ООО «ЭБИСУ»,2540229670,,7.143,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Панопа,,Промышленная,ООО «ЭБИСУ»,2540229670,,7.143,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Панопа,,Промышленная,ООО «ЭБИСУ»,2540229670,,7.143,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Панопа,,Промышленная,ООО «ЭБИСУ»,2540229670,,7.143,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Панопа,,Промышленная,ООО «ЭБИСУ»,2540229670,,7.141,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Спизула,,Промышленная,ООО «АКВАТЕХНОЛОГИИ»,2537042030,,86.392,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Спизула,,Промышленная,ООО «ПРИМОРСКИЕ МОЛЛЮСКИ»,2502072933,,6.252,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,АО «ЭКОР-САХАЛИН»,6512003492,,2.007,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «ИНСОФ МАРИН»,2508052972,,59.597,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «МЕРИДИАН»,6503010775,,0.747,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «МОРИОН»,6518004020,,2.184,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «РЫБАК»,6512002918,,4.777,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «СОЮЗВОСТОК»,6501264076,,3.008,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «СОЮЗВОСТОК»,6501264076,,5.297,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «СОЮЗВОСТОК»,6501264076,,2.734,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «СОЮЗВОСТОК»,6501264076,,15.256,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,СПК «РК «ДРУЖБА»,6507000094,,4.39,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «БЕРИНГ КРАБ»,2536335002,,7.507,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «ИНСОФ МАРИН»,2508052972,,10.405,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «ИНСОФ МАРИН»,2508052972,,1.369,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «МАГ-СИ ИНТЕРНЕШНЛ»,4909070355,,0.548,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «МАГ-СИ ИНТЕРНЕШНЛ»,4909070355,,3.272,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «МАГ-СИ ИНТЕРНЕШНЛ»,4909070355,,8.905,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «МАГ-СИ ИНТЕРНЕШНЛ»,4909070355,,64.646,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «МАГ-СИ ИНТЕРНЕШНЛ»,4909070355,,3.348,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «ДОБРЫБФЛОТ»,6501308252,,0.112,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «КОМСОМОЛЬСКРЫБПРОМ»,2703091196,,0.872,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «КОМСОМОЛЬСКРЫБПРОМ»,2703091196,,1.791,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «КОМСОМОЛЬСКРЫБПРОМ»,2703091196,,0.88,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «КОМСОМОЛЬСКРЫБПРОМ»,2703091196,,1.18,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «КОМСОМОЛЬСКРЫБПРОМ»,2703091196,,2.639,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «МОЕ МОРЕ»,6501306833,,1.779,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «ПРИБОЙ-ВОСТОК»,6504018696,,0.513,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «ПРИБОЙ-ВОСТОК»,6504018696,,0.056,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «АКВАТЕХНОЛОГИИ»,2537042030,,13.505,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «АМУР-ТИНАР»,2703098307,,74.199,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «РК «ПРИМРЫБФЛОТ»,2503032475,,0.788,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,АО «СТАНДЕРС»,2536039660,,6.876,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «БЕРИНГ КРАБ»,2536335002,,41.479,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «ИНСОФ МАРИН»,2508052972,,16.223,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «ИНСОФ МАРИН»,2508052972,,0.831,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «МАГ-СИ ИНТЕРНЕШНЛ»,4909070355,,0.337,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «МАГ-СИ ИНТЕРНЕШНЛ»,4909070355,,31.512,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трубачи,,Промышленная,ООО «МАГ-СИ ИНТЕРНЕШНЛ»,4909070355,,2.742,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ЗАО «ПЕЛЕНГ»,6501218506,,42.504,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ИП Ященко Александр Алексеевич,650400370117,,0.425,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ДАБЛ»,6504039544,,11.606,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ЗАЛОМ»,6504025100,,4.846,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «МАРИН-ФИШ»,6504037297,,3.94,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «МАРИН-ФИШ»,6504037297,,0.22,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «МОЕ МОРЕ»,6501306833,,0.803,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «РЫБАК»,6512002918,,16.068,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «СИАМ»,6504031898,,5.824,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ФРЕГАТ»,6505009408,,0.885,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,СПК «РК «ДРУЖБА»,6507000094,,12.879,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ЗАО «ПЕЛЕНГ»,6501218506,,50.0,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ИП Макаров Сергей Анатольевич,650901040624,,50.0,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО АРТЕЛЬ «НАРОДЫ СЕВЕРА»,4108006887,,27.323,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,РК ИМ. В.И. ЛЕНИНА,4101016808,,26.537,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,АО «УЗОН»,4101190059,,6.189,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ОАО «РК «ПРИМОРЕЦ»,2503029553,,2.284,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «АКВАТЕХНОЛОГИИ»,2537042030,,7.521,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ВОСХОД-ДВ»,2540077410,,2.128,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ВОСХОД-ДВ»,2540077410,,27.277,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ПРИМОРСКИЕ МОЛЛЮСКИ»,2502072933,,27.98,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ПРИМРЫБОПРОДУКТ»,2540214522,,12.926,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ПРИМРЫБОПРОДУКТ»,2540214522,,13.435,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ПРК»,2536098390,,0.24,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «РЫБОЗАВОД ВАЛЕНТИН»,2518003830,,0.02,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,АО «САХАЛИНЛИЗИНГФЛОТ»,6501249938,,0.994,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ГОЛУБАЯ ЗВЕЗДА»,6518004894,,8.709,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «КАЙРА»,6518003435,,1.08,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ЛИТОРАЛЬ»,6501237280,,32.742,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ЛИТОРАЛЬ»,6501237280,,1.385,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ЛИТОРАЛЬ»,6501237280,,2.39,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «ЛИТОРАЛЬ»,6501237280,,2.011,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «МОРИОН»,6518004020,,1.523,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «НПЦ «АСТАРТА»,6518004990,,2.075,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО ПКФ «ЮЖНО-КУРИЛЬСКИЙ РЫБОКОМБИНАТ»,6518005270,,11.3,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО РЫБОКОМБИНАТ «ОСТРОВНОЙ»,6501289105,,15.191,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «САНДИ»,6518004358,,15.439,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Кукумария,,Промышленная,ООО «САХРЫБПРОМ»,6501303977,,5.161,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ДИОНИС»,6501249293,,67.129,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «КОМПАНИЯ БАРРАКУДА»,6505007640,,21.138,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО КОМПАС,6510902568,,11.733,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ДИОНИС»,6501249293,,13.584,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «КАНИФ»,6505007591,,23.819,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «КОМПАНИЯ БАРРАКУДА»,6505007640,,29.538,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «СОЮЗВОСТОК»,6501264076,,29.111,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ЯНТАРЬ-1»,6518009571,,3.948,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,АО «ВОСТОК-ДЖАПАН»,2528004350,,3.118,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «АКВАТЕХНОЛОГИИ»,2537042030,,44.728,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ВЕРТЕКС-ПРОФ»,2540231253,,11.183,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ВОСТОК»,2537134570,,8.511,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ВОСХОД-ДВ»,2540077410,,0.696,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ВОСХОД-ДВ»,2540077410,,9.144,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ВОСХОД-ДВ»,2540077410,,3.542,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ПРИМОРСКИЙ ЁЖ»,6500010791,,13.934,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «РЫБОЗАВОД ВАЛЕНТИН»,2518003830,,5.144,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,АО «АЛЬБАКОР»,6518008708,,19.833,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ЗАО НПМЭЦ «ПОСЕЙДОН»,6505009060,,2.252,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ГОЛУБАЯ ЗВЕЗДА»,6518004894,,4.392,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ДЕЛЬТА»,6518002640,,5.402,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «КАЙРА»,6518003435,,3.85,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «КОРВЕЛ»,6518004975,,4.461,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «КУНАШИР»,6518004076,,4.22,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «МОРИОН»,6518004020,,5.319,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «МОРСКОЙ ЁЖ»,6500010417,,10.107,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «НАТАЛИ»,6518004380,,6.98,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО ПКФ «ЮЖНО-КУРИЛЬСКИЙ РЫБОКОМБИНАТ»,6518005270,,20.268,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «САНДИ»,6518004358,,4.486,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «СОЮЗОКЕАН»,6518004823,,6.249,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж серый,,Промышленная,ООО «ЭКСПРЕСС»,6518004100,,2.181,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж черный,,Промышленная,ООО «АКВАТЕХНОЛОГИИ»,2537042030,,51.553,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Морской еж черный,,Промышленная,ООО «ПРИМОРСКИЙ ЁЖ»,6500010791,,48.447,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трепанг дальневосточный,,Промышленная,ООО «ЛАГУНА»,6501269349,,54.665,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трепанг дальневосточный,,Промышленная,ООО «МОРИОН»,6518004020,,0.503,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трепанг дальневосточный,,Промышленная,ООО ПКФ «ЮЖНО-КУРИЛЬСКИЙ РЫБОКОМБИНАТ»,6518005270,,17.001,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Трепанг дальневосточный,,Промышленная,ООО «ПРИЛИВ»,6518005231,,27.831,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Ламинарии,,Промышленная,ООО «АКВАТЕХНОЛОГИИ»,2537042030,,50.195,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Ламинарии,,Промышленная,ООО «НАУТИЛУС»,2503037829,,1.178,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Ламинарии,,Промышленная,ООО «РЫБОЗАВОД ВАЛЕНТИН»,2518003830,,9.124,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Ламинарии,,Промышленная,ПАО «ПБТФ»,2518000814,,24.193,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ИНТРАРОС»,2537008664,,11.866,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ОКЕАНРЫБФЛОТ»,4100000530,,6.415,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «САХАЛИН ЛИЗИНГ ФЛОТ»,6509006140,,0.639,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ТРАЛФЛОТ»,8701003484,,0.243,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ТРАЛФЛОТ»,8701003484,,0.037,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ТРАЛФЛОТ»,8701003484,,0.079,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ЗАО «КУРИЛЬСКИЙ РЫБАК»,6511000178,,6.098,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ЗАО «ОСТРОВ САХАЛИН»,6501074974,,3.753,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ЗАО «ПИЛЕНГА»,6501012632,,0.343,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «МАГАДАНТРАЛФЛОТ»,4909117170,,0.473,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «ПОРОНАЙ»,6507005529,,6.598,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «ПО САХАЛИНРЫБАКСОЮЗ»,6501078432,,17.89,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «РЫБАК»,6512002918,,0.115,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «РЫБАК»,6512002918,,0.964,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО РЫБОКОМБИНАТ «ОСТРОВНОЙ»,6501289105,,0.71,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО РЫБОКОМБИНАТ «ОСТРОВНОЙ»,6501289105,,1.507,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «СОФКО»,2508044467,,9.193,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «ТИХРЫБКОМ»,4909053889,,0.008,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «ТИХРЫБКОМ»,4909053889,,0.384,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО ФИРМА «ПОСЕЙДОН»,6509013155,,0.186,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ПАО «ПБТФ»,2518000814,,0.649,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ПАО «ПБТФ»,2518000814,,29.659,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,СПК «РК «ДРУЖБА»,6507000094,,2.148,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «АКРОС»,4101013772,,2.894,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «БЛАФ»,4100002721,,0.925,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ВОСТОКТРАНССЕРВИС»,2538003718,,0.085,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ДАЛЬРЫБА»,2500000073,,1.232,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ДАЛЬРЫБПРОМ»,2540078397,,0.006,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ДМП-РМ»,2540199962,,3.824,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ИНТРАРОС»,2537008664,,2.701,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «КОЛХОЗ ИМ. БЕКЕРЕВА»,8203010714,,0.207,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ОЗЕРНОВСКИЙ РКЗ № 55»,4108003484,,0.292,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ОКЕАНРЫБФЛОТ»,4100000530,,14.821,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «РК «МАЛКИНСКОЕ»,4105045951,,0.133,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «РК «МАЛКИНСКОЕ»,4105045951,,0.096,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «РК «МАЛКИНСКОЕ»,4105045951,,0.045,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «САХАЛИН ЛИЗИНГ ФЛОТ»,6509006140,,6.091,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «СК БСФ»,6515000242,,0.138,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ТРАЛКОМ»,4909084252,,1.123,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «ТРАЛФЛОТ»,8701003484,,2.38,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО ТУРНИФ,2536053382,,5.195,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «УТРФ-КАМЧАТКА»,4101087870,,0.008,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,АО «УТРФ-КАМЧАТКА»,4101087870,,0.145,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ЗАО «ОСТРОВ САХАЛИН»,6501074974,,1.955,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ЗАО «ПИЛЕНГА»,6501012632,,1.549,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «АЛИТЕТ ДВ»,2540206874,,0.049,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «АРКТУР»,4100056117,,3.414,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «АТИКА»,6501007569,,0.639,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «БРИГ»,6501307192,,0.104,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «ВОДОЛЕЙ»,6509005281,,0.502,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «ВОСТОКРЫБПРОМ»,2721023255,,4.74,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «ВОСТОКРЫБПРОМ»,2721023255,,0.581,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «ДАЛЬТРАНСФЛОТ»,2537068039,,0.274,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «КЗБ-ДОНКА»,8203011429,,0.091,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «КОРЯКМОРЕПРОДУКТ»,8203002008,,0.009,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «МАГАДАНТРАЛФЛОТ»,4909117170,,0.545,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «МИККОР»,6501059302,,1.006,,,
,,,calculations.fish.gov.ru,2026,Дальневосточный бассейн,Минтай,,Промышленная,ООО «МИНТАЙ ДВ»,4101189462,,0.202,,,
